2023,Business Administration,Wilfrid Laurier University,86,accepted
2023,Psychology,Queen's University,96,accepted
2023,Physics,University Of Ottawa,93,accepted
2023,Computer Science,Trent University,88,accepted
2023,Physical And Mathematical Sciences,University Of Waterloo,94,accepted
2023,History,Laurentian University,79,accepted
2023,Urban And Regional Planning,Toronto Metropolitan University,97,accepted
2023,History,Toronto Metropolitan University,97,accepted
2023,Computer Science,Toronto Metropolitan University,98,accepted
2023,Computer Engineering,Toronto Metropolitan University,98,accepted
2023,Mechanical Engineering,University Of Ottawa,96,accepted
2023,Undeclared Engineering,Toronto Metropolitan University,98,accepted
2023,Mechanical Engineering,Toronto Metropolitan University,96,accepted
2023,Geographic Analysis,Toronto Metropolitan University,97,accepted
2023,Computing,Queen's University,98,accepted
2023,Engineering,Queen's University,98,accepted
2023,Engineering- Direct Entry Electrical And Computer,Queen's University,98,accepted
2023,Honours Life Sciences With Co-Op,University Of Waterloo,92,accepted
2023,Arts (Psychology),Queen's University,98,accepted
2023,Biochemistry,University Of Ottawa,89,accepted
2023,Health Sci,Wilfrid Laurier University,91,accepted
2023,Kin,Wilfrid Laurier University,91,accepted
2023,Sociology,Toronto Metropolitan University,76,accepted
2023,Bachelors Of Arts Sociology Major With Management Option,Wilfrid Laurier University,76,accepted
2023,Honours Science,University Of Waterloo,93,accepted
2023,Health Sciences,Wilfrid Laurier University,88,accepted
2023,Bachelor Of Arts (Honours) Program,Queen's University,94,accepted
2023,Honours Arts And Business (Psych) Co-Op,University Of Waterloo,90,accepted
2023,Business Management Co-Op,Toronto Metropolitan University,90,accepted
2023,Nursing,Toronto Metropolitan University,96,accepted
2023,Computer Science,Toronto Metropolitan University,97,accepted
2023,Computer Science (Bsc),Wilfrid Laurier University,98,accepted
2023,Health Science Co-Op,University Of Waterloo,96,accepted
2023,Political Science (Coop),University Of Ottawa,85,accepted
2023,Urban & Regional Planning,Toronto Metropolitan University,93,accepted
2023,Computer Engineering,Toronto Metropolitan University,89,accepted
2023,Computer Science,Wilfrid Laurier University,90,accepted
2023,Mechanical,University Of Ottawa,89,accepted
2023,Electrical Engineering And Computing Technology,University Of Ottawa,89,accepted
2023,Honours Bachelor Of Commerce In Accounting Coop Program,University Of Ottawa,88,accepted
2023,Science,Queen's University,94,accepted
2023,Honours Science Co-Op,University Of Waterloo,96,accepted
2023,Health Science,University Of Ottawa,94,accepted
2023,Accounting And Finance,Toronto Metropolitan University,90,accepted
2023,Civil Engineering With Co-Op,University Of Ottawa,98,accepted
2023,Math And Statistics,University Of Ottawa,92,accepted
2023,Electrical And Computer Engineering,Queen's University,92,accepted
2023,Mechanical Engineering,Toronto Metropolitan University,92,accepted
2023,Biopharmaceutical Sciences,University Of Ottawa,92,accepted
2023,Bba In Finance,Trent University,83,accepted
2023,Commerce,University Of Ottawa,91,accepted
2023,Chemistry,Toronto Metropolitan University,92,rejected
2023,Finance And Wealth Management,Western University,94,accepted
2023,Honours Bachelor Of Science In Financial Mathematics And Economics,University of Ottawa,94,accepted
2023,General Engineering,Queen's University,98,accepted
2023,Biology & Psychology Bsc,Wilfrid Laurier University,84,accepted
2023,Political Science,University Of Ottawa,91,accepted
2023,Computer Science,Wilfrid Laurier University,91,accepted
2023,Biochemistry,University Of Ottawa,85,accepted
2023,Computer Engineering,University Of Ottawa,92,accepted
2023,Bba International Double Degree,Brock University,94,accepted
2023,Political Science - Honours,University Of Windsor,95,accepted
2023,Public Health,Toronto Metropolitan University,84,accepted
2023,Cs,Toronto Metropolitan University,98,accepted
2023,Computing,Queen's University,98,accepted
2023,Computer Science,Wilfrid Laurier University,82,accepted
2023,Computer Science,Toronto Metropolitan University,96,accepted
2023,Integrated Math And Computer Science,Ontario Tech University,96,accepted
2023,Computer Science,Toronto Metropolitan University,95,accepted
2023,Health Science,Wilfrid Laurier University,86,accepted
2023,Planning,University Of Waterloo,97,accepted
2023,Community Health (Now Applied Health Sci),Wilfrid Laurier University,85,accepted
2023,Political Science (Co-Op),University Of Ottawa,90,accepted
2023,Geomatics,University Of Waterloo,86,accepted
2023,Life Sciences,University Of Waterloo,98,accepted
2023,Papm,Carleton University,97,accepted
2023,Accounting,Brock University,85,accepted
2023,Honours Science,University Of Waterloo,97,accepted
2023,Computer Science,Wilfrid Laurier University,91,accepted
2023,Bba + Cs Double Degree (Laurier),Wilfrid Laurier University,91,accepted
2023,Bachelor Of Arts,Queen's University,93,accepted
2023,"Bachelor Of Social Sciences In Environmental Economics And Public Policy, French Immersion + Co-Op",University Of Ottawa,93,accepted
2023,Bachelor Of Science,University Of Ottawa,93,accepted
2023,Bachelor Of Science,Queen's University,93,accepted
2023,Mechanical Engineering,University Of Ottawa,92,accepted
2023,Human Kinetics,University Of Ottawa,89,accepted
2023,International Development & Globalization,University Of Ottawa,97,accepted
2023,Computer Science,Dalhousie University,96,accepted
2023,Public Administration W/ Co-Op And French Immersion Stream,University Of Ottawa,85,accepted
2023,Computer Science Coop,Trent University,82,rejected
2023,Philosophy,University Of Ottawa,96,accepted
2023,Ethics And Political Philosophy,University Of Ottawa,96,accepted
2023,Bachelor Of Economics And Political Science,University Of Ottawa,95,accepted
2023,Bachelor Of Economics (Financial Economics Concentration),Carleton University,95,accepted
2023,Computer Science,Wilfrid Laurier University,85,accepted
2023,Chemistry (Physical Sciences),University Of Waterloo,95,accepted
2023,Health Science,Wilfrid Laurier University,93,accepted
2023,Honours Science,Wilfrid Laurier University,93,accepted
2023,Medical Science,Brock University,93,accepted
2023,"Urban And Regional Planning, Graphic Communications Managment",Toronto Metropolitan University,93,accepted
2023,Business Technology Management,Wilfrid Laurier University,88,accepted
2023,Physics,University Of Ottawa,86,accepted
2023,Computer Science,Toronto Metropolitan University,94,accepted
2023,Political Science,University Of Ottawa,87,accepted
2023,Comp Sci And Psych,Wilfrid Laurier University,92,accepted
2023,Civil Engineering,University Of Ottawa,85,accepted
2023,Bachelor Of Arts (Political Science),Dalhousie University,93,accepted
2023,Business Administration,Brock University,88,accepted
2023,Political Science And Juris Doctor,University Of Ottawa,95,accepted
2023,Comp Eng,Toronto Metropolitan University,96,accepted
2023,Undeclared Engineering,Toronto Metropolitan University,94,accepted
2023,Biomedical Science,York University,89,accepted
2023,Health Science,Wilfrid Laurier University,90,accepted
2023,Biochemistry,York University,89,accepted
2023,Bio Pharmaceutical Science,University Of Ottawa,95,accepted
2023,Life Sciences,University Of Waterloo,95,accepted
2023,Accounting,University Of Ottawa,87,accepted
2023,Business Management (Bcomm),Toronto Metropolitan University,96,accepted
2023,Honours Bachelor Of Commerce In Accounting Coop Program (French),University Of Ottawa,90,accepted
2023,Biology,Toronto Metropolitan University,87,accepted
2023,Biology,Wilfrid Laurier University,87,accepted
2023,Computer Science Co Op,Ontario Tech University,93,accepted
2023,Joint Honours Mathematics And Economics,University Of Ottawa,91,accepted
2023,Computer Engineering,Toronto Metropolitan University,91,accepted
2023,Honours Ba Psychology,University Of Ottawa,89,accepted
2023,Business - Technology Management,Ontario Tech University,97,accepted
2023,Computer Engineering,Toronto Metropolitan University,87,accepted
2023,Neuroscience,Brock University,94,accepted
2023,Health Science,Wilfrid Laurier University,94,accepted
2023,Life Sciences,University Of Waterloo,94,accepted
2023,Mathematics And It'S Applications,Toronto Metropolitan University,92,accepted
2023,Business Admin,University of Guelph,90,accepted
2023,Computing,Queen's University,98,accepted
2023,Neuroscience And Mental Health,Carleton University,91,accepted
2023,Electrical And Computer Engineering,Queen's University,96,accepted
2023,Bioinformatics,Carleton University,87,accepted
2023,Computer Engineering,University Of Ottawa,97,accepted
2023,Business Administration,University of Guelph,93,accepted
2023,Civil Engineering,Toronto Metropolitan University,93,accepted
2023,Joint Honours Political Science & Public Administration (Co-Op),University Of Ottawa,92,accepted
2023,Political Science & Juris Doctor (Jd),University Of Ottawa,92,accepted
2023,Chemistry And Physics,Wilfrid Laurier University,95,accepted
2023,Honours Health Science,University Of Ottawa,96,accepted
2023,Mechatronics And Robotics Engineering,Queen's University,95,accepted
2023,Chemistry (Honours),Carleton University,92,accepted
2023,Computer Engineering,University Of Ottawa,93,accepted
2023,Computer Science,Toronto Metropolitan University,97,accepted
2023,Bsc Mathematics,Wilfrid Laurier University,90,accepted
2023,Mathematics & Its Applications,Toronto Metropolitan University,90,accepted
2023,Honours Planning,University Of Waterloo,94,accepted
2023,Con-Ed,University Of Windsor,91,accepted
2023,Bachelor In Business Administration (Bba),Wilfrid Laurier University,97,accepted
2023,Bsc-Environmental Geosciences-Co-Op,Brock University,89,accepted
2023,Computing Science,University Of Alberta,96,accepted
2023,Bachelor Of Social Science Joint Honours Political Science And Public Administration,University Of Ottawa,95,accepted
2023,Bachelor Of Arts (Honours) Sociology,Queen's University,95,accepted
2023,Economics And Financial Management With Management Option,Wilfrid Laurier University,97,accepted
2023,Life Sciences,University Of Waterloo,96,accepted
2023,Economics And Accounting,Wilfrid Laurier University,85,accepted
2023,Political Science & Public Adminstration,University Of Ottawa,87,accepted
2023,Computing,Queen's University,96,accepted
2023,Public Affairs And Policy Management,Carleton University,93,accepted
2023,Aerospace Engineering,Toronto Metropolitan University,97,accepted
2023,Life Sciences,University Of Waterloo,92,accepted
2023,"Neuroscience, Biochemistry, Psychology",University of Guelph,94,accepted
2023,Zoology,University of Guelph,94,accepted
2023,Forensic Chemistry,Trent University,91,accepted
2023,Science,Queen's University,98,accepted
2023,Financial Mathematics,Toronto Metropolitan University,92,accepted
2023,Computer Science,Ontario Tech University,94,accepted
2023,Papm,Carleton University,92,accepted
2023,Psychology,York University,89,accepted
2023,Physics And Astronomy,York University,89,accepted
2023,"B.Sc., Hons. Data Science",York University,98,accepted
2023,"B.Eng., Spec. Hons. Engineering",York University,98,accepted
2023,Applied Human Nutrition,University of Guelph,95,accepted
2023,Biomedical Science,York University,89,accepted
2023,Commerce,York University,95,accepted
2023,Mechanical Engineering,University of Guelph,96,accepted
2023,Biomedical Sciences,University of Guelph,98,accepted
2023,Civil Engineering,Carleton University,86,accepted
2023,General Science,Western University,95,accepted
2023,Software Engineering,Carleton University,86,accepted
2023,"Media, Information And Technoculture",Western University,91,accepted
2023,Con-Ed,Brock University,91,accepted
2023,Medical Sciences,Western University,98,accepted
2023,Actuarial Science,York University,96,accepted
2023,Health Sciences,Western University,98,accepted
2023,Medical Sciences,Western University,98,accepted
2023,Health Sciences,University Of Ottawa,98,accepted
2023,Data Science,York University,94,accepted
2023,Data Science,Western University,93,accepted
2023,Biomedical Science,University Of Ottawa,97,accepted
2023,Engineering (Ee),Western University,98,accepted
2023,"Animal Biology, Wildlife Biology Coop",University of Guelph,99,accepted
2023,Medical Sciences,Western University,99,accepted
2023,Science,Western University,96,accepted
2023,Computer Science,York University,96,accepted
2023,Medical And Health Science,Western University,96,accepted
2023,Honours Bachelor Of Commerce (Business Technology Management),University Of Ottawa,87,accepted
2023,Science,University of Guelph,90,accepted
2023,General Science (Astrophysics),Western University,94,accepted
2023,Hons. Psychology,York University,89,accepted
2023,Computer Science,Western University,96,accepted
2023,Bmos,Western University,97,accepted
2023,Civil Engineering,Carleton University,82,accepted
2023,Computer Science,York University,97,accepted
2023,General Sciences,Western University,97,accepted
2023,Kinesiology And Health Science,York University,81,accepted
2023,Engi,Western University,97,accepted
2023,Engineering,York University,91,accepted
2023,Health Sciences,Western University,93,accepted
2023,Hons. Criminology,York University,92,accepted
2023,Hons. Criminology,York University,92,accepted
2023,Hons. Criminology,University Of Ottawa,92,accepted
2023,Hons. Criminology,Toronto Metropolitan University,92,accepted
2023,Medical Sciences,Western University,95,accepted
2023,Engineering,Western University,97,accepted
2023,Bachelor Of Medical Sciences,Western University,97,accepted
2023,Health Sciences,Western University,97,accepted
2023,Health Sciences,University Of Ottawa,97,accepted
2023,Biomedical Sciences,Brock University,96,accepted
2023,Computer Engineering Coop,University Of Ottawa,93,accepted
2023,Science (Integrated Science),Western University,95,accepted
2023,Social Sciences (Politics Philosophy Economics With Economics Specialization Was Chosen As Intended Major),Western University,98,accepted
2023,Computer Science,York University,94,accepted
2023,Engineering (Beng),York University,90,accepted
2023,"Bachelors Of Science (Honours), (Bsch)",Queen's University,95,accepted
2023,Information Technology Bcom,York University,82,accepted
2023,English,University of Guelph,90,accepted
2023,Public Administration/Political Science,University Of Ottawa,92,accepted
2023,Honours Batchelor Of Mathematics,Carleton University,95,accepted
2023,Honours Bachelor Of Science In Mathematics Co-Op,University Of Ottawa,95,accepted
2023,Computer Engineering,Toronto Metropolitan University,95,accepted
2023,Political Science,York University,93,accepted
2023,Computer Science,Wilfrid Laurier University,92,accepted
2023,Honours Arts And Business,University Of Waterloo,95,accepted
2023,Civil Engineering,Carleton University,85,accepted
2023,Computer Systems Engineering,Carleton University,92,accepted
2023,Business Management,Toronto Metropolitan University,90,accepted
2023,Computer Science,Carleton University,92,accepted
2023,Computational & Applied Math And Statistics: Applied Statistics & Probability,Carleton University,92,rejected
2023,Mathematics,University Of Ottawa,90,accepted
2023,Medical Sciences,Western University,91,accepted
2023,Mechatronics And Robotics Engineering,Queen's University,96,accepted
2023,Mechatronics Engineering,Toronto Metropolitan University,96,accepted
2023,Cs (Co-Op) - Swe Concentration,Carleton University,98,accepted
2023,Criminology,Western University,92,accepted
2023,Health Science,Wilfrid Laurier University,81,rejected
2023,Bachelor Of Engineering: Computer Systems Engineering,Carleton University,88,accepted
2023,Computer Science Honours,Carleton University,91,accepted
2023,Bachelor Of Science,Memorial University of Newfoundland,93,accepted
2023,Engineering,York University,92,accepted
2023,B. Computer Science Honours,Carleton University,97,accepted
